Código	Foto Evento	Evento	QR-code Fotos	Link Fotos	Promoção	Local	Endereço	Cidade	Estado	Data de Início	Data de Término	Ano	Responsável	Tipo de Apresentação	Tipo de Exposição	Link  1 de Reportagem	Link 2 de Reportagem	Total	Comunidade	Ensino Básico Público	Ensino Básico Privado	Ensino Superior Público	Ensino Superior Privado	Total	Comunidade	Ensino Básico Público	Ensino Básico Privado	Ensino Superior Público	Ensino Superior Privado
E195		MUDI ITINERANTE			MUDI - UEM	Munhoz de Melo	Munhoz de Melo	Munhoz de Melo	Paraná	29/08/18	29/08/18	2018	Júlio César Coelho	Mostra de Objetos															
E196		Mostra de Profissões			PEN - UEM	Universidade Estadual de Maringá, Centro de Aplicação Pedagógica - CAP	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	30/08/18	31/08/18	2018	Júlio César Coelho	Mostra de Objetos															
E197		MUDI ITINERANTE			MUDI - UEM	Ivaiporã	Ivaiporã	Ivaiporã	Paraná	26/09/18	27/09/18	2018	Júlio César Coelho	Mostra de Objetos															
E198		XXIX Semana da Matemática			DMA - UEM	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	22/10/18	26/10/18	2018	Júlio César Coelho	Exposição															
E199		MUDI ITINERANTE			MUDI - UEM	São João do Ivaí	São João do Ivaí	São João do Ivaí	Paraná	24/10/18	25/10/18	2018	Júlio César Coelho	Mostra de Objetos															
E200		Matemativa na Escola			DMA - UEM	Escola Estadual Ipiranga Ensino Fundamental	Rua Campos Sales, 953, Zona 07	Maringá	Paraná	27/11/18	27/11/18	2018	Júlio César Coelho	Exposição															
E201		Matemativa na Escola			DMA - UEM	Universidade Estadual de Maringá, Centro de Aplicação Pedagógica - CAP	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	11/03/19	12/03/19	2019	Eduardo de Amorim Neves	Exposição															
E202		Recepção do PROFMAT			DMA - UEM	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	15/03/19	15/03/19	2019	Eduardo de Amorim Neves	Exposição															
E203		Gincana do TIME			DMA - UEM	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	23/03/19	23/03/19	2019	Eduardo de Amorim Neves	Gincana															
E204		Exposição de Matemática			CIEEE	Universidade Estadual de Maringá, DACESE	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	06/05/19	09/05/19	2019	Júlio César Coelho	Exposição										320			320		
E205		45º Expoingá			MUDI - UEM	Parque de Exposições Francisco Feio Ribeiro	Avenida Colombo, 2.186, Vila Morangueira	Maringá	Paraná	19/05/19	19/05/19	2019	Renato Ribeiro Guimarães	Mostra de Objetos															
E206		MUDI ITINERANTE			MUDI - UEM	Universidade Estadual de Maringá, Câmpus Regional de Goioerê	 Rua Reitor Zeferino Vaz, SN, Jardim Universitário	Goioerê	Paraná	11/06/19	12/06/19	2019	Renato Ribeiro Guimarães	Exposição															
E207		Matemativa na Escola			DMA - UEM	Colégio São Francisco de Assis	Rua Marechal Floriano, 959, Centro	Ivatuba	Paraná	18/06/19	18/06/19	2019	Júlio César Coelho	Exposição										320		320			
E208		MUDI ITINERANTE			MUDI - UEM	Parque do Japão	Rua Tulípa, 987, Parque Industrial	Maringá	Paraná	27/06/19	27/06/19	2019	Renato Ribeiro Guimarães	Mostra de Objetos															
E209		Matemativa na Escola			DMA - UEM	CEEBJA	Rua Rocha Loures, 392, Centro	Mandaguaçu	Paraná	08/08/19	09/08/19	2019	Renato Ribeiro Guimarães	Exposição															
E210		Gincana do TIME			DMA - UEM	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	24/08/19	24/08/19	2019	Renato Ribeiro Guimarães	Gincana															
E211		EAEX 2019			PEC - UEM	Universidade Estadual de Maringá, Bloco B-33	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	10/10/19	11/10/19	2019	Renato Ribeiro Guimarães	Comunicação															
E212		XXX Semana da Matemática			DMA - UEM	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	28/10/19	01/11/19	2019	Renato Ribeiro Guimarães	Exposição															
E213		Encontro de Matemática 20 anos de PMA-UEM			DMA-UEM	Universidade Estadual de Maringá, Departamento de Matemática, Bloco F68	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	03/02/20	05/02/20	2020	Eduardo de Amorim Neves	Exposição														60	
E214		EAEX 2020			PEC - UEM	Universidade Estadual de Maringá, Bloco B-33	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	29/10/20	31/10/20	2020	Eduardo de Amorim Neves	Comunicação														20	
E215		EAEX 2021			PEC - UEM	Universidade Estadual de Maringá, Bloco B-34	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	11/11/21	12/11/21	2021	Eduardo de Amorim Neves	Comunicação														20	
E216		XXXII Semana da Matemática			DMA - UEM	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	04/04/22	08/04/22	2022	Eduardo de Amorim Neves	Exposição														200	
E217		48º Expoingá			MUDI - UEM	Parque de Exposições Francisco Feio Ribeiro	Avenida Colombo, 2.186, Vila Morangueira	Maringá	Paraná	05/05/22	15/05/22	2022	Valter Soares de Camargo	Mostra de Objetos															
E218		Matemativa na Escola			DMA - UEM	Escola Regina Mundi		Maringá	Paraná	05/06/22	05/06/22	2022	Bruna Prado	Exposição															
E219		PET na Praça			PET	Mercadão de Maringá	Av. Prudente de Morais, 601 - Zona 7	Maringá	Paraná	22/05/2022	22/05/2022	2022	Alexandre José Santana	Mostra de Objetos															
E220		Gincana do TIME			DMA-UEM	Universidade Estadual de Maringá	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	02/07/22	02/07/22	2022	Eduardo de Amorim Neves	Gincana															
E221		MUDI ITINERANTE			MUDI - UEM	Colégo Estadual Jardim Independência	Av, R. Duque de Caxias, 1410 - Jardim Independencia	Sarandi	Paraná	09/08/2022	09/08/2022	2022	Eduardo de Amorim Neves	Exposição															
E222		PET na Escola			DMA - UEM	Colégio Estadual Instituto de Educação	R. Martin Afonso, 50 - Zona 01	Maringá	Paraná	23/08/2022	23/08/2022	2022	Alexandre José Santana	Mostra de Objetos															
E223		Oficina - TIME			TIME-UEM	Universidade Estadual de Maringá	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	27/08/2022	27/08/2022	2022	Luana de Paula Goulart	Oficina															
E224		Mostra de Profissões UEM			PEC - UEM	Universidade Estadual de Maringá, Centro de Aplicação Pedagógica - CAP	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	05/09/2022	06/09/2022	2022	Eduardo de Amorim Neves	Mostra de Objetos															
E225		EAEX 2022			PEC - UEM	Universidade Estadual de Maringá - Bloco B12	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	29/09/2022	30/09/2022	2022	Lorena Fogaça	Apresentação Oral															
E226		Mostra de Profissões UNESPAR			UNESPAR - Campus de Paranavaí	Universidade Estadual do Paraná - Campus Paranavaí	Av. Gabriel Esperidião, S/N - Jd. Morumbi	Paranavaí	Paraná	29/09/2022	30/09/2022	2022	Valter Soares de Camargo	Mostra de Objetos															
E227		Mostra de Profissões Projeto Lins de Vasconcellos			PEC-UEM	Centro Espírita Lins Vasconcellos	Av. Franklin Roosevelt, 5485	Maringá	Paraná	29/09/2022	29/09/2022	2022	Cauã Maram	Mostra de Objetos															
E228		PET na Escola			PET 	Colégio Branca da Mota	Av. Tuiuti, 1197 - Vila Morangueira 	Maringá	Paraná	17/10/2022	17/10/2022	2022	Eduardo de Amorim Neves	Mostra de Objetos															
E229		Mostra de Profissões CCIM			CCIM	Colégio CCIM	Rua Santos Dummont, 204	Maringá	Paraná	28/10/2022	28/10/2022	2022	Eduardo de Amorim Neves	Mostra de Objetos															
E230		Uma noite no Museu			TIME	Universidade Estadual de Maringá, MUDI	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	09/11/2022	09/11/2022	2022	Eduardo de Amorim Neves	Exposição															
E231		Curso de Matemática da UEM: O que temos e o que queremos?			DMA	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	25/11/2022	25/11/2022	2022	Eduardo de Amorim Neves	Palestra															
E232		I SIMPET			PET	Universidade Estadual de Maringá, Departamento de Matemática, Bloco F68	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	30/11/2022	01/12/2022	2022	Eduardo de Amorim Neves	Exposição															
E233		Matemática inclusiva			Matemativa	ANPACIN - UEM	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	29/03/2023	29/03/2023	2023	Ariele	Exposição															
E234		World Creativity day			World Creativity day	Teatro Reviver Magó e Shopping Maringá Park	Praça Todos os Santos, s/n - Zona 2 Av. São Paulo, 1099 - Zona 01	Maringá	Paraná	20/04/2023	21/04/2023	2023	Eduardo de Amorim Neves	Exposição															
E235		49º Expoingá			MUDI - UEM	Parque de Exposições Francisco Feio Ribeiro	Avenida Colombo, 2.186, Vila Morangueira	Maringá	Paraná	05/05/2023	15/05/2023	2023	Eduardo de Amorim Neves	Mostra de Objetos															
E236		PET na Escola			PET	Colégio Estadual Vital Brasil	Rua Marechal Deodoro, 865, Zona 07 	Maringá	Paraná	20/06/2023	20/06/2023	2023	Irene Nakaoka	Mostra de Objetos															
E237		PET na Escola			PET	Colégio Estadual Adaile Maria Leite	Rua Armando Crippa, 735 - Jardim Liberdade	Maringá	Paraná	22/06/2023	22/06/2023	2023	Irene Nakaoka	Mostra de Objetos															
E238		PET na Escola			PET	Colégio Estadual Juscelino Kubitschek de Oliveira	Avenida Dr. Luiz Teixeira Mendes, 3057, Zona 05	Maringá	Paraná	23/06/2023	23/06/2023	2023	Irene Nakaoka	Mostra de Objetos															
E239		XXXIII Semana da Matemática			DMA	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	31/07/2023	04/08/2023	2023	Eduardo de Amorim Neves	Exposição															
E240		MUDI ITINERANTE			MUDI - UEM			Mato Rico	Paraná	10/8/2023	11/08/2023	2023	Brizza e Enzo	Exposição															
E241		Mostra de Profissões			UNESPAR - Campus de Paranavaí	Universidade Estadual do Paraná - Campus Paranavaí	Av. Gabriel Esperidião, S/N - Jd. Morumbi	Paranavaí	Paraná	28/08/2023	29/08/2023	2023	Valter Soares de Camargo	Mostra de Objetos															
E242		MUDI ITINERANTE			MUDI - UEM	Colégio Estadual Jardim Universitário	Av, Rua Conceição Aparecida de Magalhães, 673 - Parque Alvamar II	Sarandi	Paraná	17/08/2023	18/08/2023	2023	Mikael	Exposição															
E243		Mostra de Profissões			Prefeitura de Maringá	Terminal Intermodal Urbano de Maringá	Avenida Horácio Raccanello, Novo Centro	Maringá	Paraná	13/09/2023	14/09/2023	2023	Eduardo de Amorim Neves	Mostra de Objetos															
E244		Mostra de Profissões			PEC - UEM	Universidade Estadual de Maringá, Centro de Aplicação Pedagógica - CAP	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	18/09/2023	19/09/2023	2023	Eduardo de Amorim Neves	Mostra de Objetos															
E245		MUDI ITINERANTE			MUDI - UEM	Colégio Geração	Av. Mandacaru, 3244 - Parque das Laranjeiras	Astorga	Paraná	27/09/2023	28/09/2023	2023	Mikael	Exposição															
E246		6º EAEX 			PEC - UEM	Universidade Estadual de Maringá, Bloco B-34	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	02/10/2023	5/10/2023	2023	Alunos do Projeto	Apresentação Oral															
E247		Mostra de Profissões			CCIM	Colégio Cristão Integrado de Maringá	R. Santos Dumont, 203 - Zona 03	Maringá	Paraná	19/10/2023	19/10/2023	2023	Eduardo de Amorim Neves	Palestra															
E248		Ciênciando			CCE - UEM	Shopping Cidade Maringá	Avenida Tuiuti, 710, Zona 37	Maringá	Paraná	28/10/2023	29/10/2023	2023	Eduardo de Amorim Neves	Mostra de Objetos															
E249		Paraná faz ciência			MUDI - UEM	Universidade Estadual de Londrina	Rodovia Celso Garcia Cid, PR 445, Km 380, Campus Universitário	Londrina	Paraná	07/11/2023	10/11/2023	2023	Mikael	Mostra de Objetos															
E250		Cerimônia Premiação OMAP			Núcleo Regional de Educação de Maringá - TIME	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	22/11/2023	22/11/2023	2023	Eduardo de Amorim Neves	Mostra de Objetos															
E251		Matemática na Escola			LEM e Matemativa	Escola Municipal Padre Mateus Elias	Rua General Carneiro, 1047, Centro	Dr. Camargo	Paraná	24/11/2023	24/11/2023	2023	Eduardo de Amorim Neves	Mostra de Objetos															
E252		MUDI ITINERANTE			MUDI - UEM	Instituto Adventista do Paraná	Rua Gleba Paiçandu, 80	Ivatuba	Paraná	26/11/2023	26/11/2023	2023	Mikael	Mostra de Objetos															
E253		2º SIMPET			PET	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	28/11/2023	30/11/2023	2023	Eduardo de Amorim Neves	Exposição															
E254		Prefeitura nos Bairros			PMM e MUDI	Centro Esportivo José Geraldo da Costa Moreira	Rua Mato Grosso esq.com, Alameda Dr. João Paulino, s/n, Jardim Alvorada	Maringá	Paraná	24/02/2024	24/02/2024	2024	Eduardo de Amorim Neves	Mostra de Objetos															
E255		Prefeitura nos Bairros			PMM e MUDI	Vila Santa Isabel	Rua Sen. Accioly Filho, 173, Vila Isabel	Maringá	Paraná	09/03/2024	09/03/2024	2024	Eduardo de Amorim Neves	Mostra de Objetos															
E256		Prefeitura nos Bairros			PMM e MUDI	Praça da Glória	Praça da Glória, Jardim da Glória	Maringá	Paraná	23/03/2024	23/03/2024	2024	Eduardo de Amorim Neves	Mostra de Objetos															
E257		Prefeitura nos Bairros			PMM e MUDI	Jardim Ebenezer (ao lado do CRAS - Santa Clara)	Rua Foz do Areia, 813, Jardim Ebenezer	Maringá	Paraná	13/04/24	13/04/24	2024	Eduardo de Amorim Neves	Mostra de Objetos															
E258		Prefeitura nos Bairros			PML e MUDI	Praça Monteiro Lobato	Praça Monteiro Lobato	Lobato	Paraná	27/04/24	27/04/24	2024	Eduardo de Amorim Neves	Mostra de Objetos		link-reportagem													
E259		Prefeitura nos Bairros			PMM e MUDI	Em frente ao UBS - Guaiapó/Requião	Rua Libertador San Martin, 1096, Conjunto Requião	Maringá	Paraná	27/04/24	27/04/24	2024	Pedro Henrique	Mostra de Objetos															
E260		I exploração do Universo Matemático no Mater Dei			Mater Dei	Colégio Mater Dei	Av das Palmeiras, 461	Maringá	Paraná	30/04/2024	30/04/2024	2024	Eduardo de Amorim Neves	Gincana															
E261		Expoingá			MUDI - UEM	Expoingá	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	09/05/2024	19/05/2024	2024	Eduardo de Amorim Neves	Mostra de Objetos															
E262		Prefeitura nos Bairros			PMM e MUDI	Terminal Intermodal Urbano de Maringá	Avenida Horácio Raccanello, Novo Centro	Maringá	Paraná	19/06/2024	22/06/2024	2024	Eduardo de Amorim Neves	Mostra de Objetos		link-reportagem													
E263		MUDI ITINERANTE			MUDI - UEM	Parque de exposição		Umuarama	Paraná	24/06/2024	28/06/2024	2024	Mikael e Brizza	Mostra de Objetos		link-reportagem													
E264		II Festival da criança e do adolecente			Ciênciando	Parque do Ingá	Avenida São Paulo	Maringá	Paraná	30/06/2024	30/06/2024	2024	Eduardo de Amorim Neves	Mostra de Objetos															
E265		Mudi ITINERANTE			MUDI - UEM	Escola Estadual Elvira Balani		Maringá	Paraná	02/07/2024	03/07/2024	2024	Mikael	Mostra de Objetos															
E266		PET nas Escolas			PET	Colégio Estadual Gastão Vidigal		Maringá	Paraná	04/07/2024	04/07/2024	2024	Irene Nakaoka	Mostra de Objetos															
E267		Oficina TIME - Teorema de Pitágoras			TIME -UEM	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	06/07/2024	06/07/2024	2024	Luiz Otávio	Oficina															
E268		Cianorte Festival			Prefeitura de Cianorte	Parque de exposição		Cianorte	Paraná	20/07/2024	22/07/2024	2024	Eduardo de Amorim Neves	Mostra de Objetos		link-reportagem													
E269		10º Bienal			SBM	UFSCAR		São Carlos	São Paulo	29/07/2024	02/08/2025	2024	Thiago Samuel	Pôster															
E270		PNB			PMM e MUDI	Jardim Itaipu		Maringá	Paraná	03/08/2024	03/08/2024	2024	Eduardo de Amorim Neves	Mostra de Objetos															
E271		PET na Praça			PET	Parque do Ingá		Maringá	Paraná	04/08/2024	04/08/2024	2024	Irene Nakaoka	Mostra de Objetos															
E273		Gincana TIME 			TIME -UEM	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	17/08/2024	17/08/2024	2024	Luiz Otávio	Gincana															
E274		Prefeitura 			Mostra de Profissões	Terminal Intermodal Urbano de Maringá		Maringá	Paraná	17/09/24	18/09/24	2024	Eduardo de Amorim Neves	Mostra de Objetos															
E275		Mulheres na matematica			SBM	UEM Bloco E90	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	02/10/2024	06/10/2024	2024	Eduardo de Amorim Neves	Exposição															
																													
E276		SETI			Paraná Faz Ciência	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	07/10/2024	11/10/2024	2024	Eduardo de Amorim Neves	Exposição															
E277		EAEX			UEM	UEM PEC/DEX	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	07/10/2024	11/10/2024	2024	Mikael	Apresentação Oral															
E278		III SIMPET			PET	Universidade Estadual de Maringá, Departamento de Matemática	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	07/10/2024	08/10/2024	2024	Eduardo de Amorim Neves	Apresentação Oral															
E279		Mostra de Profissões UEM			PEC/UEM			Maringá	Paraná	10/10/2024	11/10/2024	2024	Eduardo de Amorim Neves	Mostra de Objetos															
E280		Mudi ITINERANTE			EXPO VALE DO IVAÍ			Ivaiporã	Paraná	14/11/2024	19/11/2024	2024	Mikael e Eduardo de Amorim Neves	Exposição															
E281		Festival da criança e adolecente			PMM	Parque Alfredo Nyffeler		Maringá	Paraná	15/12/2024	15/12/2024	2024	Eduardo de Amorim Neves	Mostra de Objetos															
E282		Mudi ITINERANTE			Prefeitura de Umuarama			Umuarama	Paraná	13/03/2025	23/03/2025	2025	Eduardo de Amorim Neves	Exposição															
E283		Maringá + Cidadania			PMM	Parque Itaipu		Maringá	Paraná	16/03/2025	16/03/2025	2025	Eduardo de Amorim Neves	Mostra de Objetos		https://www.maringa.pr.gov.br/noticia/40160	https://noticias.uem.br/index.php?option=com_content&view=article&id=29966:parceria-da-uem-com-a-prefeitura-de-maringa-promove-servicos-de-cidadania&catid=986&Itemid=211												
E284		Maringá + Cidadania			PMM	Jardim Alvorada		Maringá	Paraná	13/04/02025	13/04/2025	2025	Eduardo de Amorim Neves	Mostra de Objetos															
E285		ERMAC			DMA	Universidade Estadual de Maringá, Departamento de Matemática		Maringá	Paraná	05/05/2025	05/05/2025	2025	Eduardo de Amorim Neves	Exposição															
E286		35º SEMAT			DMA	Universidade Estadual de Maringá, Departamento de Matemática		Maringá	Paraná	06/05/2025	08/05/2025	2025	Eduardo de Amorim Neves	Exposição															
E287		Expoingá			 Sociedade Rural	Parque de exposições		Maringá	Paraná	08/05/2025	18/05/2025	2025	Eduardo de Amorim Neves	Exposição		https://sites.google.com/uem.br/kit/kit-not%C3%ADcias/cult17_2025													
E288		Gincana na Escola			Prefeitura de Nova Esperancá	Escola Monteiro Costa		Nova Esperança	Paraná	17/06/2025	17/06/2025	2025	Eduardo de Amorim Neves	Gincana															
E289		Mudi Itinerante						São João do Ivaí	Paraná	02/07/2025	04/07/2025	2025	Mikael 	Exposição															
E290		Saúde nos Bairros			Secretaria de saúde de Dr. Camargo	Praça 		Dr. Camargo	Paraná	05/07/2025	05/07/2025	2025	Eduardo de Amorim Neves	Mostra de Objetos															
E291		Maringá + Cidadania			PMM			Maringá	Paraná	06/07/2025	06/07/2025	2025	Cesar Adolfo Hernandez	Mostra de Objetos															
E292		Cianorte Festival			Prefeitura de Cianorte			Cianorte	Paraná	18/07/2025	28/07/2025	2025	Eduardo de Amorim Neves	Mostra de Objetos															
E293		Gincana TIME			TIME	UEM		Maringá	Paraná	02/08/2025	02/08/2025	2025	Luiz Otávio	Gincana															
E294		Expo Goioerê			UEM			Goioerê	Paraná	08/08/2025	10/08/2025	2025	Washington	Mostra de Objetos															
E295		Escola Mudi			MUDI			Maringá	Paraná	26/08/2025	26/08/2025	2025	Mikael	Exposição															
E296		Colégio Unidade Polo			PIBID Matemática			Maringá	Paraná	27/08/2025	27/08/2025	2025	Eduardo de Amorim Neves	Gincana															
E297		Colégio Rodrigues Alves			PET Matemática			Maringá	Paraná	29/08/2025	29/08/2025	2025	Pedro Ricardo	Mostra de Objetos															
E298		Colégio Estadual Adaile			PIBID Matemática			Maringá	Paraná	11/09/2025	11/09/2025	2025	Eduardo de Amorim Neves	Gincana															
E299		Mostra de Profissões UEM 			PEN			Cidade Gaúcha	Paraná	11/09/2025	11/09/2025	2025	Mikael	Mostra de Objetos															
E300		Mostra de Profissões Colégio Instituto de Educação			Instituto de Educação			Maringá	Paraná	16/09/2025	16/09/2025	2025	Guilherme	Mostra de Objetos															
E301		Oficina no Instituto de Educação de Maringá			Instituto de Educação			Maringá	Paraná	19/09/2026	19/09/2026	2025	Brizza	Oficina															
E302		Feira de Ciência em Ivatuba		https://photos.app.goo.gl/yQ9F2MTjEE2b2dB38	Secretaria de Educação de Ivatuba	Parque dos Pioneiros	Rua Vinte e Um de Abril, 205-333	Ivatuba	Paraná	20/09/2025	20/09/2025	2025	Eduardo de Amorim Neves, Mikael e Arthur	Mostra de Objetos	Comunidade Externa	https://ivatuba.pr.gov.br/index.php?sessao=6470b12c38sv64&id=1579													
E303		Gincana Colégio Maluf			PIBID Matemática			Maringá	Paraná	24/09/2025	24/09/2025	2025	Eduardo de Amorim Neves	Exposição															
E304		Encontro dos PET Matemática			PET Matemática			Maringá	Paraná	26/09/2025	26/09/2025	2025	Eduardo de Amorim Neves	Gincana															
E305		Jogos no Time			TIME UEM			Maringá	Paraná	27/09/2026	27/09/2027	2025	Beatriz Saraiva	Oficina															
E306		Paraná Faz Ciência			PEC			Guarapuava	Paraná	29/09/2025	03/10/2025	2025	Mikael 	Mostra de Objetos															
E307		Inova Week Maringá			UNATI			Maringá	Paraná	02/10/2025	02/10/2025	2025	Leandro	Oficina															
E308		Exposição Guiada Escola Dr. Manoel Firmino de Almeida. St Inácio			Escola Dr. Manoel Firmino de Almeida. St Inácio			Maringá	Paraná	16/10/2025	16/10/2025	2025	Eduardo de Amorim Neves	Exposição															
E309		Oficina com Material Dourado			LEM			Maringá	Paraná	17/10/2025	17/10/2025	2025	Sandra Regina D'Antônio	Oficina															
E310		Colégio Estadual JK			PIBID Matemática			Maringá	Paraná			2025	Eduardo de Amorim Neves	Gincana															
E311		Visita Técnica UENP			UENP			Maringá	Paraná	07/11/2025	07/11/2025	2025	Eduardo de Amorim Neves	Apresentação Oral															
E312		EAEX 2025			PEC			Maringá	Paraná	10/11/2025	11/11/2025	2025	Eduardo de Amorim Neves	Apresentação Oral															
E313		Mostra de Profissões UEM			PEN			Maringá	Paraná	10/11/2025	11/11/2025	2025	Eduardo de Amorim Neves	Mostra de Objetos															
E314		Dia da Consciência Negra					Praça Zumbi dos Palmares	Maringá	Paraná	20/11/2025	20/11/2025	2025	Eduardo de Amorim Neves	Mostra de Objetos															
E315		Workshop de Teoria de Lie			PMA			Maringá	Paraná	24/11/2025	28/11/2025	2025	Eduardo de Amorim Neves	Exposição															
E316		Visita Técnica UNESPAR Paranavaí			UNESPAR			Maringá	Paraná	12/03/2025	12/03/2025	2025	Sergio	Exposição															
E317		Encntro Nacional de Popularização da Matemática			SBM			Campinas	São Paulo	03/12/2025	05/12/2025	2025	Eduardo de Amorim Neves	Apresentação Oral															
E318		Verão Maior Paraná			PEC - UEM			Paranaguá	Paraná	26/12/2025	05/01/2026	2025	Ana Vitória	Mostra de Objetos															
EM01		Exposição Temporária			MUDI-UEM	Universidade Estadual de Maringá, Museu Dinâmico Interdisciplinar	Avenida Colombo, 5.790, Jardim Universitário	Maringá	Paraná	15/05/2010	04/03/2010	2010	João Roberto Gerônimo	Exposição															